problem,prover,kind,verdict,relation,expected,raw,actual,wall_s,rc,passed,diag
ODRL446-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL446-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL446-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL446-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL446-1,z3,smt,Compatible,conflict,sat,sat,sat,0.030,0,Y,
ODRL446-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.016,0,Y,
ODRL448-1,vampire-casc,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.064,0,Y,
ODRL448-1,vampire-discount,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL448-1,vampire-lrs,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL448-1,vampire-otter,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL448-1,eprover,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL448-1,z3,smt,Conflict,subsumption,sat,sat,sat,0.028,0,Y,
ODRL448-1,cvc5,smt,Conflict,subsumption,sat,sat,sat,0.010,0,Y,
ODRL447-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.077,0,Y,
ODRL447-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL447-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL447-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL447-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL447-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.025,0,Y,
ODRL447-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.009,0,Y,
ODRL449-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.029,0,Y,
ODRL449-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL449-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL449-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL449-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL449-1,z3,smt,Compatible,conflict,sat,sat,sat,0.024,0,Y,
ODRL449-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.008,0,Y,
ODRL450-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.047,0,Y,
ODRL450-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL450-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL450-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL450-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL450-1,z3,smt,Compatible,conflict,sat,sat,sat,0.023,0,Y,
ODRL450-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.012,0,Y,
ODRL460-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL460-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL460-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL460-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL460-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL460-1,z3,smt,Compatible,conflict,sat,sat,sat,0.034,0,Y,
ODRL460-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.016,0,Y,
ODRL451-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.031,0,Y,
ODRL451-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL451-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL451-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL451-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.028,0,Y,
ODRL451-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.040,0,Y,
ODRL451-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.019,0,Y,
ODRL461-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.063,0,Y,
ODRL461-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL461-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL461-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL461-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL461-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.028,0,Y,
ODRL461-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.012,0,Y,
ODRL462-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.064,0,Y,
ODRL462-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL462-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL462-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL462-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.025,0,Y,
ODRL462-1,z3,smt,Compatible,conflict,sat,sat,sat,0.028,0,Y,
ODRL462-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.012,0,Y,
ODRL463-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.077,0,Y,
ODRL463-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL463-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL463-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL463-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL463-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.028,0,Y,
ODRL463-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.014,0,Y,
ODRL464-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.076,0,Y,
ODRL464-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL464-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL464-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL464-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL464-1,z3,smt,Compatible,conflict,sat,sat,sat,0.030,0,Y,
ODRL464-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.017,0,Y,
ODRL466-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.059,0,Y,
ODRL466-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL466-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL466-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL466-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL466-1,z3,smt,Compatible,conflict,sat,sat,sat,0.035,0,Y,
ODRL466-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.016,0,Y,
ODRL465-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.060,0,Y,
ODRL465-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL465-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL465-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL465-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.033,0,Y,
ODRL465-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.033,0,Y,
ODRL465-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.016,0,Y,
ODRL467-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.037,0,Y,
ODRL467-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL467-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.025,0,Y,
ODRL467-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL467-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL467-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.032,0,Y,
ODRL467-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.013,0,Y,
ODRL468-1,vampire-casc,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.033,0,Y,
ODRL468-1,vampire-discount,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL468-1,vampire-lrs,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL468-1,vampire-otter,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL468-1,eprover,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL468-1,z3,smt,Conflict,subsumption,sat,sat,sat,0.032,0,Y,
ODRL468-1,cvc5,smt,Conflict,subsumption,sat,sat,sat,0.012,0,Y,
ODRL469-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.035,0,Y,
ODRL469-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL469-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL469-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL469-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL469-1,z3,smt,Compatible,conflict,sat,sat,sat,0.031,0,Y,
ODRL469-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.014,0,Y,
ODRL470-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.049,0,Y,
ODRL470-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.028,0,Y,
ODRL470-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.033,0,Y,
ODRL470-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.030,0,Y,
ODRL470-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.058,0,Y,
ODRL470-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.036,0,Y,
ODRL470-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.014,0,Y,
ODRL400-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.034,0,Y,
ODRL400-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL400-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL400-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL400-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL400-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.031,0,Y,
ODRL400-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.015,0,Y,
ODRL401-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.029,0,Y,
ODRL401-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL401-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL401-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL401-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL401-1,z3,smt,Compatible,conflict,sat,sat,sat,0.022,0,Y,
ODRL401-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.009,0,Y,
ODRL402-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.024,0,Y,
ODRL402-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL402-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL402-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL402-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL402-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.025,0,Y,
ODRL402-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.007,0,Y,
ODRL403-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.025,0,Y,
ODRL403-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL403-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL403-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL403-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL403-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.022,0,Y,
ODRL403-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.007,0,Y,
ODRL404-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL404-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL404-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL404-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL404-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL404-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.022,0,Y,
ODRL404-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.011,0,Y,
ODRL405-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.025,0,Y,
ODRL405-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL405-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL405-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL405-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.024,0,Y,
ODRL405-1,z3,smt,Compatible,conflict,sat,sat,sat,0.021,0,Y,
ODRL405-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.013,0,Y,
ODRL406-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL406-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL406-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL406-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL406-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL406-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.022,0,Y,
ODRL406-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.012,0,Y,
ODRL407-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL407-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL407-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL407-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL407-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL407-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.027,0,Y,
ODRL407-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.007,0,Y,
ODRL408-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.030,0,Y,
ODRL408-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL408-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL408-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL408-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL408-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.025,0,Y,
ODRL408-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.011,0,Y,
ODRL409-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.030,0,Y,
ODRL409-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL409-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL409-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL409-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL409-1,z3,smt,Compatible,conflict,sat,sat,sat,0.019,0,Y,
ODRL409-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.010,0,Y,
ODRL410-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.029,0,Y,
ODRL410-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL410-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL410-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL410-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.052,0,Y,
ODRL410-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.038,0,Y,
ODRL410-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.020,0,Y,
ODRL411-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.041,0,Y,
ODRL411-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL411-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL411-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL411-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL411-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.040,0,Y,
ODRL411-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.016,0,Y,
ODRL412-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.091,0,Y,
ODRL412-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.024,0,Y,
ODRL412-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL412-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL412-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.024,0,Y,
ODRL412-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.039,0,Y,
ODRL412-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.017,0,Y,
ODRL413-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.046,0,Y,
ODRL413-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL413-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.024,0,Y,
ODRL413-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL413-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.085,0,Y,
ODRL413-1,z3,smt,Compatible,conflict,sat,sat,sat,0.041,0,Y,
ODRL413-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.020,0,Y,
ODRL414-1,vampire-casc,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.076,0,Y,
ODRL414-1,vampire-discount,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.025,0,Y,
ODRL414-1,vampire-lrs,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL414-1,vampire-otter,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.025,0,Y,
ODRL414-1,eprover,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.064,0,Y,
ODRL414-1,z3,smt,Conflict,subsumption,sat,sat,sat,0.038,0,Y,
ODRL414-1,cvc5,smt,Conflict,subsumption,sat,sat,sat,0.018,0,Y,
ODRL416-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.039,0,Y,
ODRL416-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL416-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL416-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL416-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL416-1,z3,smt,Compatible,conflict,sat,sat,sat,0.040,0,Y,
ODRL416-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.019,0,Y,
ODRL415-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.066,0,Y,
ODRL415-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.040,0,Y,
ODRL415-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.036,0,Y,
ODRL415-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.038,0,Y,
ODRL415-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.137,0,Y,
ODRL415-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.041,0,Y,
ODRL415-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.018,0,Y,
ODRL621-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.047,0,Y,
ODRL621-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL621-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL621-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL621-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL621-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.026,0,Y,
ODRL621-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.010,0,Y,
ODRL620-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.064,0,Y,
ODRL620-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL620-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL620-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL620-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL620-1,z3,smt,Compatible,conflict,sat,unsat,unsat,0.026,0,N,
ODRL620-1,cvc5,smt,Compatible,conflict,sat,unsat,unsat,0.010,0,N,
ODRL623-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL623-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL623-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL623-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL623-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL623-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.023,0,Y,
ODRL623-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL622-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL622-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL622-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL622-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL622-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL622-1,z3,smt,Compatible,conflict,sat,unsat,unsat,0.025,0,N,
ODRL622-1,cvc5,smt,Compatible,conflict,sat,unsat,unsat,0.009,0,N,
ODRL624-1,vampire-casc,fof,Compatible,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.488,0,N,
ODRL624-1,vampire-discount,fof,Compatible,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.011,0,N,
ODRL624-1,vampire-lrs,fof,Compatible,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.009,0,N,
ODRL624-1,vampire-otter,fof,Compatible,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.009,0,N,
ODRL624-1,eprover,fof,Compatible,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.013,1,N,
ODRL624-1,z3,smt,Compatible,conflict,sat,sat,sat,0.023,0,Y,
ODRL624-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.009,0,Y,
ODRL625-1,vampire-casc,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.482,0,N,
ODRL625-1,vampire-discount,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.013,0,N,
ODRL625-1,vampire-lrs,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.008,0,N,
ODRL625-1,vampire-otter,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.012,0,N,
ODRL625-1,eprover,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.013,1,N,
ODRL625-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.025,0,Y,
